nome,id_entidade_parlametria,partido,uf,casa,governismo,governismo_ma,peso_politico,votos_capturados,votos_favoraveis,votos_contra,votos_indef,apoio,votos_sim,votos_nao,votos_sim_nao,votos_outros
Giacobo,174383,PL,PR,camara,5.291135350696894,-0.007762008352941052,0.112463,14,3,11,0,0.21428571428571427,0,0,0,14
Gil Cutrim,1204575,PDT,MA,camara,2.8373130492695218,0.2656077329816,0.0486456,11,2,3,6,0.4,0,0,0,11
Gilberto Abramo,1204491,REPUBLICANOS,MG,camara,4.541649100047543,4.883978874676922,0.055784,20,3,17,0,0.15,0,0,0,20
Gilberto Nascimento,174270,PSC,SP,camara,3.4503024053745897,2.0773186978560503,0.38082,15,2,13,0,0.13333333333333333,0,0,0,15
Gilson Marques,1204365,NOVO,SC,camara,6.157005903642236,7.067796110825036,0.0273602,20,2,18,0,0.1,0,0,0,20
Giovani Cherini,1160673,PL,RS,camara,5.753344755192128,4.4135178356181335,0.125085,19,3,16,0,0.15789473684210525,0,0,0,19
Giovani Feltes,1178996,MDB,RS,camara,4.153436759119851,4.874307908549644,0.167943,20,2,18,0,0.1,0,0,0,20
Glauber Braga,1152605,PSOL,RJ,camara,-10,-10,0.15016,22,4,0,18,1,0,0,0,22
Glaustin Da Fokus,1204419,PSC,GO,camara,3.4346067991282307,2.4363614095096295,0.094816,18,2,16,0,0.1111111111111111,0,0,0,18
Gleisi Hoffmann,1107283,PT,PR,camara,-5.604659487888503,-9.453496286365368,0.0933379,1,1,0,0,1,0,0,0,1
Gonzaga Patriota,174419,PSB,PE,camara,-2.033899675909532,-5.438435581223703,0.12913,6,0,0,6,NaN,0,0,0,6
Greyce Elias,1198197,AVANTE,MG,camara,4.354932281073527,5.563817202465968,0.101972,20,3,17,0,0.15,0,0,0,20
Guiga Peixoto,1204513,PSL,SP,camara,6.4864114918784885,5.4650038166782196,0,23,2,21,0,0.08695652173913043,0,0,0,23
Guilherme Derrite,1204531,PP,SP,camara,6.262764145220331,5.356874345224007,0.0599624,22,3,19,0,0.13636363636363635,0,0,0,22
Guilherme Mussi,1160667,PP,SP,camara,5.8128791140568055,4.812858407543569,0.0856865,1,1,0,0,1,0,0,0,1
Gurgel,1204442,PSL,RJ,camara,5.062436029571293,3.6047461124672804,0.0207647,20,2,18,0,0.1,0,0,0,20
Gustavo Fruet,173460,PDT,PR,camara,-0.40901099411760633,-0.853789034133646,0.135008,6,0,3,3,0,0,0,0,6
Gustinho Ribeiro,1204408,SOLIDARIEDADE,SE,camara,3.954726585479463,6.351351398032584,0.11984,19,2,17,0,0.10526315789473684,0,0,0,19
Gutemberg Reis,1204456,MDB,RJ,camara,4.403418708391563,7.435710919107301,0.0350105,20,3,17,0,0.15,0,0,0,20
Haroldo Cathedral,1204465,PSD,RR,camara,4.303908783858839,3.400618398778869,0.00380988,23,3,19,1,0.13636363636363635,0,0,0,23
Heitor Freire,1204548,PSL,CE,camara,5.009085351473331,2.519122580309837,0.0352515,17,2,15,0,0.11764705882352941,0,0,0,17
Heitor Schuch,1178964,PSB,RS,camara,-2.0915378007306895,-5.163485085235787,0.113941,12,3,0,9,1,0,0,0,12
Helder Salomão,1178873,PT,ES,camara,-6.84870596131532,-7.8348361543111595,0.314929,18,3,0,15,1,0,0,0,18
Hélio Costa,1204373,REPUBLICANOS,SC,camara,2.869459810075341,-0.6322623655273656,0,22,5,17,0,0.22727272727272727,0,0,0,22
Hélio Leite,1178909,DEM,PA,camara,3.891732482229475,2.208078659341659,0.117707,22,2,20,0,0.09090909090909091,0,0,0,22
Helio Lopes,1204444,PSL,RJ,camara,8.09894644947327,5.036422546395233,0.0420728,21,2,19,0,0.09523809523809523,0,0,0,21
Henrique Fontana,173482,PT,RS,camara,-4.846301885794091,-8.360965134571188,0.109612,6,1,0,5,1,0,0,0,6
Hercílio Coelho Diniz,1204539,MDB,MG,camara,3.778976984215136,3.879461956912575,0.00121728,10,2,8,0,0.2,0,0,0,10
Herculano Passos,1178981,MDB,SP,camara,4.363488333429313,3.7768739864249135,0.131325,18,2,16,0,0.1111111111111111,0,0,0,18
Hermes Parcianello,173772,MDB,PR,camara,2.686358078985929,6.194114361542439,0.118289,22,3,19,0,0.13636363636363635,0,0,0,22
Hildo Rocha,1178884,MDB,MA,camara,3.6176235020976026,4.962691440742653,0.0557988,13,2,11,0,0.15384615384615385,0,0,0,13
Hiran Gonçalves,1178959,PP,RR,camara,4.552793544570752,9.128199323367085,0.0826745,6,1,5,0,0.16666666666666666,0,0,0,6
Hugo Leal,1141450,PSD,RJ,camara,3.77194620917658,0.062158914334329296,0.108937,13,4,9,0,0.3076923076923077,0,0,0,13
Idilvan Alencar,1204533,PDT,CE,camara,-2.20494146323123,-2.4803850923335924,0,18,2,0,16,1,0,0,0,18
Igor Timo,1204508,PODE,MG,camara,2.9170304425732,0.5622812910384312,0,13,4,9,0,0.3076923076923077,0,0,0,13
Isnaldo Bulhões Jr.,1204436,MDB,AL,camara,4.691795529877393,4.622047117662904,0.06973,4,1,3,0,0.25,0,0,0,4
Ivan Valente,173531,PSOL,SP,camara,-8.820488412484591,-8.270553172006322,0.374181,15,3,0,12,1,0,0,0,15
Jandira Feghali,174848,PCdoB,RJ,camara,-2.682902491535031,-6.518030059922246,0.439005,6,1,0,5,1,0,0,0,6
Jaqueline Cassol,1108338,PP,RO,camara,4.367303589584546,6.803791049807032,0.0828966,17,2,15,0,0.11764705882352941,0,0,0,17
Jerônimo Goergen,1160570,PP,RS,camara,4.483496219282772,7.576276828973306,0.100895,7,1,6,0,0.14285714285714285,0,0,0,7
Jéssica Sales,1178839,MDB,AC,camara,3.3533318743488003,1.7198804834952632,0.0538341,20,2,18,0,0.1,0,0,0,20
Jesus Sérgio,1204435,PDT,AC,camara,-0.24727036869226637,-0.911149520624333,0.0671191,13,1,7,5,0.125,0,0,0,13
Jhc,1178842,PSB,AL,camara,0.3729664740306404,-2.355257728018988,NA,18,4,2,12,0.6666666666666666,0,0,0,18
João Campos,174366,REPUBLICANOS,GO,camara,4.52175032001248,4.780170979892953,0.055784,1,1,0,0,1,0,0,0,1
João Carlos Bacelar,1141458,PL,BA,camara,6.589671342506961,1.5503588469343565,0.0957541,6,1,5,0,0.16666666666666666,0,0,0,6
João Daniel,1178970,PT,SE,camara,-4.936720480677984,-8.023851506430141,0.0715578,17,3,0,14,1,0,0,0,17
João H. Campos,1204429,PSB,PE,camara,-2.292028476151698,-4.122259940741983,NA,18,2,1,15,0.6666666666666666,0,0,0,18
João Maia,1141459,PL,RN,camara,6.174953565916667,5.971280809041152,0.305983,20,1,19,0,0.05,0,0,0,20
João Marcelo Souza,1112437,MDB,MA,camara,4.716852646170837,5.601720302894027,0.0669556,20,1,19,0,0.05,0,0,0,20
João Roma,1204576,REPUBLICANOS,BA,camara,4.703963062599442,1.4636287448607472,0,15,0,15,0,0,0,0,0,15
Joaquim Passarinho,1178910,PSD,PA,camara,5.034847255778413,-0.15364627575479517,0.0589568,23,5,18,0,0.21739130434782608,0,0,0,23
Joenia Wapichana,1204468,REDE,RR,camara,-2.125582761138035,-4.121369358730881,0.315665,12,3,0,9,1,0,0,0,12
Joice Hasselmann,1204546,PSL,SP,camara,4.086097324624527,7.190271495965781,0.0621001,12,2,10,0,0.16666666666666666,0,0,0,12
Jorge Braz,1205550,REPUBLICANOS,RJ,camara,4.381196614079787,0.7608233035869247,0.0641516,23,4,19,0,0.17391304347826086,0,0,0,23
Jorge Solla,1178857,PT,BA,camara,-6.229219120361085,-7.711517948550505,0.0522033,14,3,0,11,1,0,0,0,14
José Airton Félix Cirilo,1141464,PT,CE,camara,-5.421974452941349,-7.291784195343633,0.122295,18,2,0,16,1,0,0,0,18
José Guimarães,1141470,PT,CE,camara,-4.760657341689731,-8.341688387620389,0.0990389,9,2,0,7,1,0,0,0,9
Jose Mario Schreiner,1204386,DEM,GO,camara,3.7056300665973634,0.3258288800894604,0.0534052,20,3,17,0,0.15,0,0,0,20
José Medeiros,1204472,PODE,MT,camara,5.37763155177139,4.436545447461652,0.125469,17,3,14,0,0.17647058823529413,0,0,0,17
José Nelto,1204391,PODE,GO,camara,2.6472798724424678,-1.528339033098721,0.357648,4,3,1,0,0.75,0,0,0,4
José Nunes,1160619,PSD,BA,camara,3.528234008205345,5.487487542303546,0.120758,18,1,17,0,0.05555555555555555,0,0,0,18
José Priante,174079,MDB,PA,camara,3.939941639322779,0.3204396650685801,0.107773,19,2,17,0,0.10526315789473684,0,0,0,19
José Ricardo,1204555,PT,AM,camara,-5.721957838073906,-8.073018748871835,0.0818362,21,3,0,18,1,0,0,0,21
José Rocha,174554,PL,BA,camara,6.0355415646228785,4.354790665376454,0.125996,9,1,8,0,0.1111111111111111,0,0,0,9
Joseildo Ramos,1209189,PT,BA,camara,-6.739051957146476,-7.997158836043601,0.0852569,17,6,0,11,1,0,0,0,17
Josimar Maranhãozinho,1204563,PL,MA,camara,5.704010222452764,3.5265201712751555,0.0894128,20,3,17,0,0.15,0,0,0,20
Juarez Costa,1204474,MDB,MT,camara,3.956726799883741,6.2450651611956225,0.041838,22,3,19,0,0.13636363636363635,0,0,0,22
Julian Lemos,1204420,PSL,PB,camara,5.096602905896216,7.4746766913511635,0.0934431,17,2,15,0,0.11764705882352941,0,0,0,17
Júlio Cesar,174317,PSD,PI,camara,5.725010713665288,4.4972173150893475,0.131433,16,1,15,0,0.0625,0,0,0,16
Julio Cesar Ribeiro,1204372,REPUBLICANOS,DF,camara,4.469278954355422,4.5171589504232745,0.013946,19,2,17,0,0.10526315789473684,0,0,0,19
Júlio Delgado,173586,PSB,MG,camara,-1.3837604744073673,-4.746031922367379,0.120102,15,4,1,10,0.8,0,0,0,15
Juninho Do Pneu,1204457,DEM,RJ,camara,4.044277954396849,6.710401299653288,0.027892,18,2,16,0,0.1111111111111111,0,0,0,18
Junio Amaral,1204520,PSL,MG,camara,6.967657590466128,5.573567784657687,0.0125624,20,2,18,0,0.1,0,0,0,20
Júnior Ferrari,1204497,PSD,PA,camara,4.4086633891802745,8.129241129715115,0.0797363,22,3,19,0,0.13636363636363635,0,0,0,22
Junior Lourenço,1204574,PL,MA,camara,5.822294860559467,6.304724812703512,0.0711384,19,3,16,0,0.15789473684210525,0,0,0,19
Júnior Mano,1204550,PL,CE,camara,5.597319682361038,5.183513628850934,0,17,2,15,0,0.11764705882352941,0,0,0,17
Juscelino Filho,1178886,DEM,MA,camara,3.789534840904656,1.8259556576668672,0.0576206,14,2,11,1,0.15384615384615385,0,0,0,14
Kim Kataguiri,1204536,DEM,SP,camara,5.325338726657449,4.243276529387021,0,15,1,14,0,0.06666666666666667,0,0,0,15
Laercio Oliveira,1151208,PP,SE,camara,5.618755968209683,6.344405690189859,0.0949501,10,1,9,0,0.1,0,0,0,10
Lafayette De Andrada,198057,REPUBLICANOS,MG,camara,4.561802472519258,3.7968975543830474,0.0780976,19,2,17,0,0.10526315789473684,0,0,0,19
Lauriete,1160534,PSC,ES,camara,4.558622680914768,1.7992519920375099,0.013946,22,3,19,0,0.13636363636363635,0,0,0,22
Leandre,1178832,PV,PR,camara,1.2311911448674895,-2.7719633575816918,0.348256,13,3,0,10,1,0,0,0,13
Leda Sadala,1204375,AVANTE,AP,camara,3.9847142688038666,1.9496157600920903,0.0486015,20,2,18,0,0.1,0,0,0,20
Léo Moraes,1204359,PODE,RO,camara,2.7881828701784848,-0.6256858059033945,0.0881463,19,6,12,1,0.3333333333333333,0,0,0,19
Léo Motta,1204547,PSL,MG,camara,5.066339222876362,1.749232127356029,0.256977,17,2,15,0,0.11764705882352941,0,0,0,17
Leonardo Monteiro,174156,PT,MG,camara,-3.9658343085420036,-7.4418261883537085,0.332621,11,0,0,11,NaN,0,0,0,11
Leur Lomanto Júnior,192102,DEM,BA,camara,4.7547814002885165,0.48728249546736535,0.149103,14,3,11,0,0.21428571428571427,0,0,0,14
Lídice Da Mata,1139285,PSB,BA,camara,-2.90869609738437,-4.759377575944096,0.357302,14,2,0,12,1,0,0,0,14
Lincoln Portela,174585,PL,MG,camara,3.420755536213246,-1.0504054532818277,0.12052,21,12,9,0,0.5714285714285714,0,0,0,21
Liziane Bayer,1204405,PSB,RS,camara,0.6823509960692657,-1.9313738619475522,0.0500308,23,5,0,18,1,0,0,0,23
Loester Trutis,1204382,PSL,MS,camara,4.095521111187704,4.650097125295137,0,23,2,21,0,0.08695652173913043,0,0,0,23
Lourival Gomes,1196358,PSL,RJ,camara,4.1774902933858264,6.221853460991277,0.013946,22,2,20,0,0.09090909090909091,0,0,0,22
Lucas Gonzalez,1204523,NOVO,MG,camara,6.231598643720137,6.292190013448483,0.0471919,22,2,20,0,0.09090909090909091,0,0,0,22
Lucas Redecker,1204404,PSDB,RS,camara,3.7051346993941223,9.01279801521681,0.0733895,21,3,18,0,0.14285714285714285,0,0,0,21
Lucas Vergilio,1178879,SOLIDARIEDADE,GO,camara,3.986417967047851,7.227311989351563,0.0767978,19,3,16,0,0.15789473684210525,0,0,0,19
Luciano Bivar,174478,PSL,PE,camara,4.050219904343919,1.9638287876857987,0.551863,1,0,1,0,0,0,0,0,1
Luciano Ducci,1178931,PSB,PR,camara,-0.1285346691002882,-1.4881243868781837,0.0971619,7,3,3,1,0.5,0,0,0,7
Lucio Mosquini,1178954,MDB,RO,camara,3.486032874242685,6.906090730893347,0.0532564,18,2,16,0,0.1111111111111111,0,0,0,18
Luis Miranda,1204381,DEM,DF,camara,3.867408907013118,4.301360628611841,0,20,3,17,0,0.15,0,0,0,20
Luis Tibé,1160510,AVANTE,MG,camara,4.616886869160783,5.597552698112727,0.465859,5,1,4,0,0.2,0,0,0,5
Luisa Canziani,1204410,PTB,PR,camara,4.020583718372574,5.42724627656616,0.324991,9,2,7,0,0.2222222222222222,0,0,0,9
Luiz Antônio Corrêa,1204448,PL,RJ,camara,4.424025250650418,1.0869006640865777,0.013946,20,3,17,0,0.15,0,0,0,20
Luiz Carlos,1160645,PSDB,AP,camara,3.6073440192281847,10,0.0629893,17,2,15,0,0.11764705882352941,0,0,0,17
Luiz Carlos Motta,1204485,PL,SP,camara,3.5369405048735914,4.754996279478036,0.057406,22,3,19,0,0.13636363636363635,0,0,0,22
Luiz Flávio Gomes,1204543,PSB,SP,camara,-1.0202773031013663,-3.8832016532940594,NA,21,20,1,0,0.9523809523809523,0,0,0,21
Luiz Lima,1204455,PSL,RJ,camara,7.012801988073743,6.059173213848034,0.0179847,20,2,18,0,0.1,0,0,0,20
Luiz Nishimori,1162332,PL,PR,camara,5.692244129418331,8.060508318379064,0.12083,20,2,18,0,0.1,0,0,0,20
Luiz Philippe De Orleans e Bragança,1204526,PSL,SP,camara,7.667188885990125,4.49200894611808,0.0669408,15,1,14,0,0.06666666666666667,0,0,0,15
Luiza Erundina,174784,PSOL,SP,camara,-3.2635158741971884,-2.7528722202195457,0.164163,10,2,0,8,1,0,0,0,10
Luizão Goulart,1204418,REPUBLICANOS,PR,camara,3.83900147789387,0.2758823599284437,0.041838,17,5,12,0,0.29411764705882354,0,0,0,17
Luizianne Lins,1178866,PT,CE,camara,-6.240018523591004,-3.619189708556653,NA,2,0,0,2,NaN,0,0,0,2
Magda Mofatto,1166402,PL,GO,camara,4.526464505518199,2.0109977740792147,0.135247,8,1,7,0,0.125,0,0,0,8
Major Fabiana,1204458,PSL,RJ,camara,8.202032532380162,5.656024133549664,0.175784,20,1,19,0,0.05,0,0,0,20
Manuel Marcos,1204469,REPUBLICANOS,AC,camara,5.044170681027445,5.200289373548127,NA,13,3,10,0,0.23076923076923078,0,0,0,13
Mara Rocha,1204471,PSDB,AC,camara,2.2437831385581504,0.25277828571406147,0.0361483,22,3,19,0,0.13636363636363635,0,0,0,22
Marcel Van Hattem,1156190,NOVO,RS,camara,6.225237877416902,6.63913710475266,0.297349,20,2,18,0,0.1,0,0,0,20
Marcelo Aro,1146788,PP,MG,camara,6.402424137075172,4.248332805835123,0.027892,13,0,13,0,0,0,0,0,13
Marcelo Brum,1205863,PSL,RS,camara,6.156049824320792,4.0973823083891485,0,21,1,20,0,0.047619047619047616,0,0,0,21
Marcelo Calero,1204433,CIDADANIA,RJ,camara,1.387057866732814,-2.0738789233516277,NA,11,9,2,0,0.8181818181818182,0,0,0,11
Marcelo Freixo,176874,PSOL,RJ,camara,-7.4703206486977844,-8.1775660413623,0.149468,16,4,0,12,1,0,0,0,16
Marcelo Moraes,1133810,PTB,RS,camara,3.2117373480639806,0.08372993885431157,0.111459,21,4,17,0,0.19047619047619047,0,0,0,21
Marcelo Nilo,1204558,PSB,BA,camara,-2.59500392049684,-5.126990629922366,0.102677,23,5,0,18,1,0,0,0,23
Marcelo Ramos,1204556,PL,AM,camara,5.995132963168368,5.278630981014771,0.166651,9,1,8,0,0.1111111111111111,0,0,0,9
Marcio Alvino,1178983,PL,SP,camara,5.823130285910544,5.151113966882194,0.0848562,20,2,18,0,0.1,0,0,0,20
Márcio Biolchi,1179001,MDB,RS,camara,4.243410239540342,5.407118641728072,0.114948,21,1,20,0,0.047619047619047616,0,0,0,21
Márcio Jerry,181055,PCdoB,MA,camara,-2.8826402903262256,-8.391778415879438,NA,19,2,0,17,1,0,0,0,19
Márcio Labre,1204452,PSL,RJ,camara,6.693956834004318,1.2129432232515924,0.0669408,20,2,18,0,0.1,0,0,0,20
Márcio Marinho,1150418,REPUBLICANOS,BA,camara,4.441662369199879,3.699095686205915,0.055784,15,1,14,0,0.06666666666666667,0,0,0,15
Marco Bertaiolli,1204522,PSD,SP,camara,3.8884444390762862,-0.015088712944969274,0.108275,20,6,14,0,0.3,0,0,0,20
Marcon,1160535,PT,RS,camara,-4.936523157639074,-8.348767433528966,0.109612,11,3,0,8,1,0,0,0,11
Marcos Aurélio Sampaio,1204431,MDB,PI,camara,4.446637311002,4.4929890384104745,0.0152438,21,2,19,0,0.09523809523809523,0,0,0,21
Marcos Pereira,1204506,REPUBLICANOS,SP,camara,4.74681563243025,4.884025517934171,0,4,2,2,0,0.5,0,0,0,4
Margarete Coelho,1204430,PP,PI,camara,3.8124377445710333,-2.0558088948157884,0.0633898,18,15,3,0,0.8333333333333334,0,0,0,18
Margarida Salomão,1171619,PT,MG,camara,-4.249814400533149,-7.644298914671927,NA,11,4,0,7,1,0,0,0,11
Maria Do Rosário,174398,PT,RS,camara,-7.051815668719049,-6.236254296512137,0.178026,5,1,0,4,1,0,0,0,5
Maria Rosas,1204540,REPUBLICANOS,SP,camara,4.4847208637206535,4.499606023361114,0.0223136,22,2,20,0,0.09090909090909091,0,0,0,22
Mariana Carvalho,1178956,PSDB,RO,camara,3.076104527050827,1.0697369818521558,0.0947359,11,0,11,0,0,0,0,0,11
Marília Arraes,1204428,PT,PE,camara,-7.871058695111348,-7.376719300152686,0.371673,5,1,0,4,1,0,0,0,5
Marina Santos,1204432,SOLIDARIEDADE,PI,camara,3.748662887636609,6.531836500932926,0,22,2,20,0,0.09090909090909091,0,0,0,22
Mário Negromonte Jr.,1178858,PP,BA,camara,3.3144161867447792,4.222697236839725,0.0782719,20,2,18,0,0.1,0,0,0,20
Marlon Santos,1204403,PDT,RS,camara,2.218727572900878,-0.12021489094469828,0.0930082,14,3,11,0,0.21428571428571427,0,0,0,14
Marreca Filho,1204566,PATRIOTA,MA,camara,3.736399708191179,1.0394048195821277,0,23,4,19,0,0.17391304347826086,0,0,0,23
Marx Beltrão,1178843,PSD,AL,camara,4.2052176959463985,1.3686054397052274,0.105784,9,1,8,0,0.1111111111111111,0,0,0,9
Maurício Dziedricki,175431,PTB,RS,camara,4.819882456879309,4.570684372224417,0.132888,1,1,0,0,1,0,0,0,1
Mauro Lopes,174749,MDB,MG,camara,3.887978021264784,4.304386518434903,0.184886,16,2,14,0,0.125,0,0,0,16
Mauro Nazif,1141508,PSB,RO,camara,-1.5645884582520662,-2.1064627177395856,0.101078,22,5,2,15,0.7142857142857143,0,0,0,22
Merlong Solano,1188097,PT,PI,camara,-4.965076240751573,-6.534922224887061,0.135142,18,3,0,15,1,0,0,0,18
Miguel Lombardi,1178985,PL,SP,camara,3.5423726916445535,4.859401483126932,0.130482,22,3,19,0,0.13636363636363635,0,0,0,22
Milton Vieira,1154178,REPUBLICANOS,SP,camara,4.653265877356214,3.5911282319359117,0.06973,16,2,14,0,0.125,0,0,0,16
Misael Varella,1178895,PSD,MG,camara,4.093403945322349,-0.5218844426742137,0.0815441,22,5,17,0,0.22727272727272727,0,0,0,22
Moses Rodrigues,1178997,MDB,CE,camara,3.571725960081473,4.1236583826519535,0.0579138,14,2,12,0,0.14285714285714285,0,0,0,14
Natália Bonavides,1204453,PT,RN,camara,-9.203849171876039,-8.324068307953764,0.0403102,8,1,0,7,1,0,0,0,8
Nelson Barbudo,1204449,PSL,MT,camara,7.401267218301598,3.908568112616388,0.0202382,19,2,17,0,0.10526315789473684,0,0,0,19
Nelson Pellegrino,174571,PT,BA,camara,-4.689593945650897,-2.903089706116834,NA,14,2,1,11,0.6666666666666666,0,0,0,14
Nereu Crispim,1204415,PSL,RS,camara,4.897865099226541,5.686550135766916,0,15,2,13,0,0.13333333333333333,0,0,0,15
Neri Geller,1146307,PP,MT,camara,7.457145353379687,8.449544580089668,0.148537,16,1,15,0,0.0625,0,0,0,16
Newton Cardoso Jr,1178896,MDB,MG,camara,3.891909081817724,4.654578956645917,0.285298,4,0,4,0,0,0,0,0,4
Nicoletti,1204479,PSL,RR,camara,5.42905480943633,3.549073134048541,0,15,2,13,0,0.13333333333333333,0,0,0,15
Nilson Pinto,174352,PSDB,PA,camara,3.138691644420371,5.429313372104765,0.0966758,21,2,19,0,0.09523809523809523,0,0,0,21
Nilto Tatto,1178986,PT,SP,camara,-7.5324437132273125,-7.261268628116211,0.0609657,19,2,0,17,1,0,0,0,19
Nivaldo Albuquerque,1194260,PTB,AL,camara,4.29072198163783,5.207177902000026,0.067922,22,3,19,0,0.13636363636363635,0,0,0,22
Norma Ayub,166179,DEM,ES,camara,3.1959956749573095,1.9333993400280356,0.106566,18,1,17,0,0.05555555555555555,0,0,0,18
Odair Cunha,174159,PT,MG,camara,-4.023698633099523,-8.588597874524956,0.0989993,1,1,0,0,1,0,0,0,1
Olival Marques,1204498,DEM,PA,camara,3.909561559918462,4.536824995100648,0.0417251,18,3,15,0,0.16666666666666666,0,0,0,18
Orlando Silva,1178987,PCdoB,SP,camara,-2.3180500565766007,-3.707173248320509,0.128731,9,2,0,7,1,0,0,0,9
Osires Damaso,1204363,PSC,TO,camara,3.6310255359237154,1.4876662242026377,0.0722464,23,3,20,0,0.13043478260869565,0,0,0,23
Ossesio Silva,1204422,REPUBLICANOS,PE,camara,4.387163720810426,3.7395607253547887,0.013946,22,3,19,0,0.13636363636363635,0,0,0,22
Otoni De Paula,1204441,PSC,RJ,camara,4.708563071464402,4.561498525019285,0.0548463,19,3,16,0,0.15789473684210525,0,0,0,19
Ottaci Nascimento,1204475,SOLIDARIEDADE,RR,camara,3.5648915598318354,4.200260432748408,0.102985,19,2,17,0,0.10526315789473684,0,0,0,19
Otto Alencar Filho,1204573,PSD,BA,camara,2.051169939026087,3.432274808286781,0.049226,21,3,18,0,0.14285714285714285,0,0,0,21
Padre João,1160556,PT,MG,camara,-7.53477432424644,-7.980371683740026,0.16604,17,2,0,15,1,0,0,0,17
Pastor Eurico,1160642,PATRIOTA,PE,camara,6.052345779743057,4.33309775550628,0.106174,8,1,7,0,0.125,0,0,0,8
Pastor Gil,1204570,PL,MA,camara,5.045944301651616,5.297122901650567,0,22,2,20,0,0.09090909090909091,0,0,0,22
Pastor Sargento Isidório,1204553,AVANTE,BA,camara,-0.05299817897012815,-2.5611028574697876,0.12866,15,3,4,8,0.42857142857142855,0,0,0,15
Patrus Ananias,174160,PT,MG,camara,-6.376564811004134,-8.323316486730704,0.0843505,2,1,0,1,1,0,0,0,2
Paula Belmonte,1204377,CIDADANIA,DF,camara,3.4331707871870503,-0.7838080435312875,0.0272434,13,7,6,0,0.5384615384615384,0,0,0,13
Paulão,1171617,PT,AL,camara,-7.325272192125702,-9.110398005296345,0.101183,20,4,0,16,1,0,0,0,20
Paulo Abi-Ackel,1141516,PSDB,MG,camara,3.304718506763402,8.179212048072316,0.0780113,10,1,9,0,0.1,0,0,0,10
Paulo Azi,1178860,DEM,BA,camara,4.258753350244053,1.005364385794616,0.108045,15,1,14,0,0.06666666666666667,0,0,0,15
Paulo Bengtson,1204538,PTB,PA,camara,3.9569476001585002,5.95212766317456,0.0854735,20,3,17,0,0.15,0,0,0,20
Paulo Eduardo Martins,1193726,PSC,PR,camara,6.1925946405522865,5.774869612523316,0.111502,16,1,15,0,0.0625,0,0,0,16
Paulo Freire Costa,1160558,PL,SP,camara,4.944949525205315,3.482655275007456,0.0914299,22,3,19,0,0.13636363636363635,0,0,0,22
Paulo Ganime,1204461,NOVO,RJ,camara,6.444161198200302,7.3078111523546845,0.0461985,23,2,21,0,0.08695652173913043,0,0,0,23
Paulo Guedes,1204492,PT,MG,camara,-7.327821583702873,-7.68860540683566,0.0839378,17,4,0,13,1,0,0,0,17
Paulo Magalhães,174574,PSD,BA,camara,3.1085454688746808,3.734656138868333,0.116805,19,2,17,0,0.10526315789473684,0,0,0,19
Paulo Pereira Da Silva,1141518,SOLIDARIEDADE,SP,camara,2.115177454189432,1.2193164533147538,0.133949,6,0,6,0,0,0,0,0,6
Paulo Ramos,1133968,PDT,RJ,camara,-1.735511275372584,-3.6104814386665005,0.119468,4,1,0,3,1,0,0,0,4
Paulo Teixeira,1141488,PT,SP,camara,-5.951972849716273,-7.527200882229313,0.11675,11,2,0,9,1,0,0,0,11
Pedro Augusto Bezerra,190201,PTB,CE,camara,2.632640297381597,1.5529498147383478,0.0286557,21,3,18,0,0.14285714285714285,0,0,0,21
Pedro Cunha Lima,1178912,PSDB,PB,camara,2.7971776118312786,-0.12809165053960925,0.280732,1,1,0,0,1,0,0,0,1
Pedro Lucas Fernandes,1122974,PTB,MA,camara,4.48080929958051,8.498158065632992,0.315685,17,3,14,0,0.17647058823529413,0,0,0,17
Pedro Lupion,1204395,DEM,PR,camara,6.3133996950311335,5.4278780890561436,0.0702721,23,3,20,0,0.13043478260869565,0,0,0,23
Pedro Paulo,1122158,DEM,RJ,camara,3.1143915718024946,0.017545468796182462,NA,1,1,0,0,1,0,0,0,1
Pedro Uczai,1160604,PT,SC,camara,-6.429172366444439,-7.911813714678381,0.0968676,9,2,0,7,1,0,0,0,9
Pedro Westphalen,1204406,PP,RS,camara,5.529037423745564,4.7321421159720405,0.0957659,19,2,17,0,0.10526315789473684,0,0,0,19
Perpétua Almeida,173943,PCdoB,AC,camara,-2.3722298478608366,-7.62686680027759,0.138715,14,1,0,13,1,0,0,0,14
Pinheirinho,1204524,PP,MG,camara,6.444562649206496,5.57163436924251,0.0673968,20,2,18,0,0.1,0,0,0,20
Policial Katia Sastre,1204529,PL,SP,camara,5.7924967024105705,4.4995901703008006,0.0460757,19,1,18,0,0.05263157894736842,0,0,0,19
Pompeo De Mattos,173486,PDT,RS,camara,-0.890509369937476,-0.7667211233073292,0.127063,11,2,6,3,0.25,0,0,0,11
Pr. Marco Feliciano,1160601,REPUBLICANOS,SP,camara,5.21357737718278,0.6917304490558465,0.251028,21,4,17,0,0.19047619047619047,0,0,0,21
Professor Alcides,1204390,PP,GO,camara,5.49449267898652,3.8428391728291516,0.0388139,19,3,16,0,0.15789473684210525,0,0,0,19
Professor Israel Batista,1204383,PV,DF,camara,-1.032536534846919,-2.5159073048429414,0.0930751,13,5,0,8,1,0,0,0,13
Professor Joziel,1204446,PSL,RJ,camara,5.373292427193787,5.164908015535294,0.0160953,22,2,20,0,0.09090909090909091,0,0,0,22
